Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Altona,Townhouse,720000,Sold,hockingstuart,4/02/2016,2,1,2,292,2013,Hobsons Bay City Council,-37.8687,144.8197,Western Metropolitan
Altona,House,678000,Sold,hockingstuart,16/04/2016,3,1,2,606,1950,Hobsons Bay City Council,-37.8608,144.8124,Western Metropolitan
Altona,Unit,577000,Sold,Williams,23/04/2016,3,2,1,205,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan
Altona,House,660000,Passed In,Greg,7/05/2016,3,1,1,602,1955,Hobsons Bay City Council,-37.8616,144.8116,Western Metropolitan
Altona,House,635000,Sold,Sweeney,14/05/2016,3,1,4,625,1960,Hobsons Bay City Council,-37.8611,144.8114,Western Metropolitan
Altona,House,1780000,Sold Prior,Greg,4/06/2016,4,3,6,1057,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan
Altona,Unit,580000,Passed In,Biggin,16/07/2016,2,2,1,175,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan
Altona,House,931000,Sold,Sweeney,28/08/2016,4,2,3,532,1970,Hobsons Bay City Council,-37.8637,144.8365,Western Metropolitan
Altona,House,520000,Passed In,Greg,3/09/2016,3,2,1,352,2015,Hobsons Bay City Council,-37.87,144.825,Western Metropolitan
Altona,Unit,510000,Sold,Village,10/09/2016,2,1,1,127,1990,Hobsons Bay City Council,-37.8686,144.8182,Western Metropolitan
Altona,Unit,425000,Sold,hockingstuart,10/09/2016,2,1,2,115,1980,Hobsons Bay City Council,-37.871,144.8185,Western Metropolitan
Altona,House,1335000,Sold,hockingstuart,8/10/2016,3,1,4,777,1953,Hobsons Bay City Council,-37.8697,144.8249,Western Metropolitan
Altona,Townhouse,800000,Sold Prior,hockingstuart,8/10/2016,3,2,2,280,1997,Hobsons Bay City Council,-37.8734,144.8143,Western Metropolitan
Altona,House,857000,Sold Prior,hockingstuart,27/11/2016,2,2,1,675,1950,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan
Altona,House,1525000,Sold,Greg,3/12/2016,5,3,3,729,2005,Hobsons Bay City Council,-37.8721,144.8105,Western Metropolitan
Altona,House,845000,Sold,hockingstuart,11/02/2017,4,1,2,745,1950,Hobsons Bay City Council,-37.8658,144.8155,Western Metropolitan
Altona,House,840000,Sold Prior,Greg,18/03/2017,3,2,2,534,1965,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan
Altona,Townhouse,597500,Sold,hockingstuart,22/04/2017,2,1,2,178,2009,Hobsons Bay City Council,-37.8701,144.8209,Western Metropolitan
Altona,House,1480000,Sold Prior,Greg,13/05/2017,5,3,4,725,1980,Hobsons Bay City Council,-37.8712,144.8107,Western Metropolitan
Altona,Unit,540000,Sold Prior,hockingstuart,3/06/2017,2,1,1,132,1980,Hobsons Bay City Council,-37.86444,144.82304,Western Metropolitan
Altona,Unit,670000,Sold,Sweeney,17/06/2017,3,2,1,284,1988,Hobsons Bay City Council,-37.86066,144.82013,Western Metropolitan
Altona,Townhouse,765000,Sold,Williams,17/06/2017,3,2,2,200,2007,Hobsons Bay City Council,-37.86837,144.81502,Western Metropolitan
Altona,Townhouse,815000,Sold,hockingstuart,15/07/2017,3,2,2,159,2014,Hobsons Bay City Council,-37.86472,144.82929,Western Metropolitan
Altona,Townhouse,820000,Sold Prior,hockingstuart,22/07/2017,4,2,2,288,1970,Hobsons Bay City Council,-37.87171,144.81273,Western Metropolitan
Altona,House,913000,Sold,Greg,3/09/2017,3,2,3,530,1985,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan
Altona,Unit,458000,Sold Prior,hockingstuart,9/09/2017,2,1,1,63,1975,Hobsons Bay City Council,-37.86933,144.81704,Western Metropolitan
Altona,House,940000,Sold,Greg,7/10/2017,3,1,2,534,1940,Hobsons Bay City Council,-37.85993,144.8176,Western Metropolitan
Altona,House,970000,Sold,Williams,10/02/2018,3,2,2,534,1988,Hobsons Bay City Council,-37.87106,144.80523,Western Metropolitan
Altona Meadows,Unit,440500,Sold,Greg,15/07/2017,3,1,1,205,1990,Hobsons Bay City Council,-37.88995,144.78505,Western Metropolitan
Altona Meadows,House,620000,Sold,hockingstuart,22/07/2017,3,1,2,466,1975,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan
Altona Meadows,House,810000,Sold Prior,Purplebricks,12/08/2017,4,2,2,749,1989,Hobsons Bay City Council,-37.88413,144.79033,Western Metropolitan
Altona Meadows,House,750000,Sold,YPA,23/09/2017,4,2,2,636,1996,Hobsons Bay City Council,-37.87941,144.76935,Western Metropolitan
Altona Meadows,House,417000,Sold,Barry Plant,21/10/2017,4,2,2,591,1988,Hobsons Bay City Council,-37.88306,144.77419,Western Metropolitan
Altona Meadows,Townhouse,541500,Sold Prior,Ray,18/11/2017,3,2,1,194,2002,Hobsons Bay City Council,-37.8726,144.7814,Western Metropolitan
Altona Meadows,House,820000,Sold Prior,Sweeney,18/11/2017,4,2,5,808,1970,Hobsons Bay City Council,-37.878,144.7896,Western Metropolitan
Altona Meadows,House,718000,Sold,Barry Plant,6/01/2018,3,2,4,560,1990,Hobsons Bay City Council,-37.8879,144.77873,Western Metropolitan
Altona Meadows,House,783000,Sold,Barry Plant,17/02/2018,4,2,2,489,2000,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan
Altona Meadows,House,632500,Sold,Barry Plant,24/02/2018,3,1,4,530,1980,Hobsons Bay City Council,-37.88698,144.78551,Western Metropolitan
Altona Meadows,House,761000,Sold,Reliance,10/03/2018,4,2,2,503,1990,Hobsons Bay City Council,-37.87774,144.77313,Western Metropolitan
Altona North,House,588000,Sold,Williams,7/05/2016,3,1,1,328,1970,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan
Altona North,House,675000,Sold,hockingstuart,14/05/2016,3,2,2,171,2012,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan
Altona North,House,683000,Sold,FN,4/06/2016,3,1,2,534,1967,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan
Altona North,House,728500,Sold,Jas,22/08/2016,3,1,1,531,1960,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan
Altona North,House,931000,Sold,hockingstuart,22/08/2016,3,2,1,590,1950,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan
Altona North,House,988000,Sold,Sweeney,22/08/2016,3,1,4,715,2008,Hobsons Bay City Council,-37.8423,144.8632,Western Metropolitan
Altona North,Unit,292000,Sold,Jas,28/08/2016,2,1,1,153,1970,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan
Altona North,House,1085000,Sold,FN,3/09/2016,5,3,6,592,1965,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan
Altona North,House,781000,Sold,Jas,3/09/2016,3,1,2,533,1970,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan
Altona North,House,875000,Sold Prior,Jas,8/10/2016,3,1,4,559,1965,Hobsons Bay City Council,-37.8448,144.8529,Western Metropolitan
Altona North,House,708000,Sold,Greg,15/10/2016,3,1,2,585,1960,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan
Altona North,House,710000,Passed In,Village,7/11/2016,3,1,3,540,1960,Hobsons Bay City Council,-37.8294,144.8378,Western Metropolitan
Altona North,House,1200000,Sold Prior,RT,27/11/2016,4,1,4,633,1960,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan
Altona North,House,815000,Sold,hockingstuart,25/02/2017,3,2,3,555,1960,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan
Altona North,Townhouse,421000,Sold,hockingstuart,4/03/2017,2,1,1,77,2009,Hobsons Bay City Council,-37.8351,144.8529,Western Metropolitan
Altona North,Townhouse,640000,Sold,Williams,11/03/2017,2,1,1,252,1965,Hobsons Bay City Council,-37.8397,144.8602,Western Metropolitan
Altona North,House,910000,Sold,hockingstuart,29/04/2017,3,1,3,535,1970,Hobsons Bay City Council,-37.8322,144.8399,Western Metropolitan
Altona North,House,870000,Sold,hockingstuart,17/06/2017,3,1,4,559,1950,Hobsons Bay City Council,-37.8399,144.86228,Western Metropolitan
Altona North,House,900000,Sold,Greg,1/07/2017,3,1,2,672,1960,Hobsons Bay City Council,-37.8265,144.84386,Western Metropolitan
Altona North,House,830000,Sold Prior,RT,22/07/2017,3,2,2,529,1965,Hobsons Bay City Council,-37.84107,144.84179,Western Metropolitan
Altona North,House,805000,Sold,Sweeney,22/07/2017,4,2,5,562,1950,Hobsons Bay City Council,-37.84384,144.84637,Western Metropolitan
Altona North,House,510000,Sold,Sweeney,22/07/2017,2,1,1,170,2001,Hobsons Bay City Council,-37.83658,144.86199,Western Metropolitan
Altona North,House,791000,Sold,Jas,26/08/2017,3,1,4,553,1960,Hobsons Bay City Council,-37.84484,144.85017,Western Metropolitan
Altona North,House,1070000,Passed In,RT,3/09/2017,3,1,3,693,1950,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan
Altona North,House,840000,Sold Prior,FN,11/11/2017,3,1,3,535,1970,Hobsons Bay City Council,-37.8279,144.8379,Western Metropolitan
Altona North,House,835000,Sold,RT,9/12/2017,3,2,3,534,1970,Hobsons Bay City Council,-37.83748,144.84446,Western Metropolitan
Altona North,House,860000,Sold,Sweeney,9/12/2017,3,1,5,537,1960,Hobsons Bay City Council,-37.8308,144.83765,Western Metropolitan
Altona North,House,860000,Sold,Greg,24/02/2018,3,2,2,323,2016,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan
Altona North,House,700000,Sold Prior,hockingstuart,3/03/2018,3,1,2,441,1975,Hobsons Bay City Council,-37.8454,144.84711,Western Metropolitan
Altona North,House,750000,Sold,Greg,17/03/2018,3,1,3,557,1970,Hobsons Bay City Council,-37.84061,144.84692,Western Metropolitan
Ardeer,House,627000,Sold,Barry Plant,29/07/2017,3,1,2,697,1960,Brimbank City Council,-37.77713,144.79746,Western Metropolitan
Ardeer,House,730000,Sold Prior,HAR,19/08/2017,3,2,2,739,1970,Brimbank City Council,-37.77245,144.8001,Western Metropolitan
Ardeer,House,615000,Sold,Barry Plant,14/10/2017,3,1,3,642,1970,Brimbank City Council,-37.7753,144.7994,Western Metropolitan
Ardeer,House,650000,Passed In,hockingstuart,28/10/2017,3,1,3,604,1946,Brimbank City Council,-37.78127,144.79761,Western Metropolitan
Ardeer,House,740000,Sold,Barry Plant,9/12/2017,4,2,2,602,1970,Brimbank City Council,-37.7789,144.80517,Western Metropolitan
Ardeer,House,624000,Sold,Barry Plant,3/03/2018,4,1,4,601,1970,Brimbank City Council,-37.77881,144.80431,Western Metropolitan
Armadale,Unit,735000,Passed In,Marshall,7/05/2016,3,2,1,2113,1970,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan
Armadale,House,1900000,Sold,Marshall,22/05/2016,3,1,2,328,1900,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan
Armadale,House,3000000,Passed In,Jellis,4/06/2016,4,2,2,1581,1934,Stonnington City Council,-37.858,145.0111,Southern Metropolitan
Armadale,House,1300000,Passed In,Jellis,18/06/2016,2,1,2,212,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan
Armadale,House,5525000,Sold,Marshall,17/09/2016,5,3,4,1491,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan
Armadale,House,1435000,Sold Prior,Jellis,8/10/2016,2,2,1,144,1900,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan
Armadale,House,1800000,Passed In,RT,15/10/2016,3,2,2,405,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan
Armadale,House,2200000,Passed In,Jellis,15/10/2016,4,1,2,495,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan
Armadale,House,1210000,Sold,Marshall,12/11/2016,2,1,0,249,1910,Stonnington City Council,-37.8543,145.016,Southern Metropolitan
Armadale,House,2801000,Sold,Marshall,12/11/2016,4,2,2,624,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan
Armadale,House,3625000,Sold,Jellis,27/11/2016,4,1,2,709,1900,Stonnington City Council,-37.8574,145.016,Southern Metropolitan
Armadale,House,4200000,Passed In,Kay,27/11/2016,4,3,3,563,2000,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan
Armadale,Townhouse,1101000,Sold,Jellis,27/11/2016,3,1,2,103,2000,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan
Armadale,House,3512500,Sold,Marshall,27/11/2016,3,2,2,617,1998,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan
Armadale,Townhouse,1205000,Sold,Jellis,3/12/2016,3,2,2,101,2000,Stonnington City Council,-37.854,145.0135,Southern Metropolitan
Armadale,House,1939000,Sold,Jellis,3/12/2016,3,2,2,296,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan
Armadale,Unit,710000,Sold,Jellis,25/02/2017,2,1,1,2471,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan
Armadale,Unit,872000,Sold,Jellis,25/02/2017,2,1,1,1194,1953,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan
Armadale,House,1285000,Sold,Marshall,25/02/2017,3,1,2,186,1920,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan
Armadale,House,1870000,Sold,Hodges,4/03/2017,3,1,1,217,1888,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan
Armadale,House,2050000,Sold,Marshall,4/03/2017,3,2,1,205,1910,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan
Armadale,Unit,852000,Sold,Woodards,22/04/2017,2,1,1,869,1980,Stonnington City Council,-37.8603,145.0224,Southern Metropolitan
Armadale,Unit,1635000,Sold,Jellis,20/05/2017,3,2,2,1803,2011,Stonnington City Council,-37.8544,145.0164,Southern Metropolitan
Armadale,Unit,410000,Passed In,hockingstuart,27/05/2017,2,1,0,1097,1967,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan
Armadale,House,1850000,Passed In,Jellis,27/05/2017,3,2,2,348,1952,Stonnington City Council,-37.85862,145.01676,Southern Metropolitan
Armadale,House,2385000,Sold,Marshall,3/06/2017,3,1,0,256,1910,Stonnington City Council,-37.85911,145.01783,Southern Metropolitan
Armadale,House,3200000,Passed In,Kay,17/06/2017,4,4,2,847,1935,Stonnington City Council,-37.85938,145.01087,Southern Metropolitan
Armadale,House,1480000,Sold Prior,Jellis,12/08/2017,2,1,2,369,1925,Stonnington City Council,-37.85459,145.02147,Southern Metropolitan
Armadale,Unit,821000,Sold,hockingstuart,12/08/2017,2,2,1,3093,2006,Stonnington City Council,-37.86165,145.02148,Southern Metropolitan
Armadale,House,1460000,Sold,Jellis,19/08/2017,2,1,1,181,1930,Stonnington City Council,-37.8542,145.01506,Southern Metropolitan
Armadale,House,1726000,Sold,Marshall,19/08/2017,2,2,2,269,1910,Stonnington City Council,-37.85425,145.01545,Southern Metropolitan
Armadale,House,4060000,Sold,Marshall,26/08/2017,4,2,1,574,1910,Stonnington City Council,-37.86325,145.02422,Southern Metropolitan
Armadale,House,5100000,Sold,Marshall,3/09/2017,4,2,2,761,1900,Stonnington City Council,-37.85249,145.02091,Southern Metropolitan
Armadale,Townhouse,1715000,Sold Prior,Marshall,16/09/2017,3,3,1,1889,1920,Stonnington City Council,-37.86109,145.01994,Southern Metropolitan
Armadale,House,3000000,Passed In,Kay,23/09/2017,4,3,2,474,1915,Stonnington City Council,-37.86345,145.02454,Southern Metropolitan
Armadale,House,1895000,Sold,Marshall,14/10/2017,3,1,2,387,1915,Stonnington City Council,-37.86106,145.02513,Southern Metropolitan
Armadale,House,1800000,Passed In,Jellis,28/10/2017,3,2,1,167,1910,Stonnington City Council,-37.85469,145.01826,Southern Metropolitan
Armadale,House,4250000,Passed In,Marshall,24/02/2018,4,3,2,550,1890,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan
Armadale,House,1899000,Sold,RT,17/03/2018,3,2,2,263,1930,Stonnington City Council,-37.85137,145.0158,Southern Metropolitan
Ascot Vale,House,1640000,Sold,Raine,16/04/2016,4,3,2,562,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan
Ascot Vale,House,1430000,Sold,Nelson,16/04/2016,4,2,1,461,1900,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan
Ascot Vale,Unit,610000,Sold Prior,Brad,16/04/2016,2,1,1,301,1995,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan
Ascot Vale,House,940000,Sold,Nelson,16/04/2016,3,3,1,491,1950,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan
Ascot Vale,House,1130000,Sold,Nelson,23/04/2016,3,2,1,272,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan
Ascot Vale,House,970000,Sold,Brad,7/05/2016,3,1,2,350,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan
Ascot Vale,House,751000,Passed In,Nelson,7/05/2016,2,1,1,118,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan
Ascot Vale,House,950000,Sold Prior,Raine,7/05/2016,2,1,1,173,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan
Ascot Vale,House,1340000,Sold,Nelson,14/05/2016,3,2,2,683,1978,Moonee Valley City Council,-37.775,144.932,Western Metropolitan
Ascot Vale,House,955000,Sold,Brad,14/05/2016,3,1,1,263,1910,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan
Ascot Vale,House,1430000,Sold,Nelson,22/05/2016,4,2,0,418,1900,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan
Ascot Vale,House,1305000,Sold,Barry Plant,28/05/2016,2,1,1,278,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan
Ascot Vale,House,971000,Sold Prior,Nelson,4/06/2016,3,2,2,285,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan
Ascot Vale,House,710000,Passed In,Nelson,4/06/2016,2,1,1,214,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan
Ascot Vale,House,2425000,Passed In,Brad,4/06/2016,6,3,2,1014,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan
Ascot Vale,Townhouse,705000,Sold,Brad,18/06/2016,2,2,1,113,1998,Moonee Valley City Council,-37.7712,144.9088,Western Metropolitan
Ascot Vale,House,705000,Passed In,Nelson,27/06/2016,2,1,3,252,1910,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan
Ascot Vale,House,760000,Passed In,Nelson,27/06/2016,2,1,1,124,1900,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan
Ascot Vale,House,890000,Sold Prior,Brad,16/07/2016,3,1,1,242,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan
Ascot Vale,House,940000,Sold,Jellis,26/07/2016,3,2,2,285,2011,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan
Ascot Vale,House,995000,Sold,Nelson,26/07/2016,3,2,1,314,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan
Ascot Vale,House,786000,Sold,Brad,26/07/2016,3,2,1,576,1940,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan
Ascot Vale,House,1705000,Sold,Jellis,30/07/2016,4,2,4,598,2012,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan
Ascot Vale,House,1053000,Sold,Nelson,6/08/2016,2,1,1,269,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan
Ascot Vale,House,1377000,Sold,Nelson,6/08/2016,3,1,1,417,1900,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan
Ascot Vale,House,1425000,Passed In,Jellis,13/08/2016,3,2,2,495,1920,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan
Ascot Vale,House,1215000,Sold,Stockdale,28/08/2016,3,1,1,452,1960,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan
Ascot Vale,Unit,545000,Sold,Nelson,28/08/2016,2,1,2,194,1900,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan
Ascot Vale,House,770000,Passed In,Nelson,10/09/2016,2,1,1,226,1900,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan
Ascot Vale,House,1180000,Sold Prior,Brad,17/09/2016,3,2,2,617,1930,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan
Ascot Vale,House,1480000,Sold,Raine,17/09/2016,4,2,2,597,1939,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan
Ascot Vale,House,1135000,Sold,Brad,24/09/2016,3,1,1,296,1910,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan
Ascot Vale,House,950000,Passed In,Nelson,24/09/2016,4,2,1,298,1920,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan
Ascot Vale,House,1230000,Sold,Nelson,8/10/2016,4,1,2,594,1960,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan
Ascot Vale,House,1100000,Passed In,Nelson,15/10/2016,4,2,5,559,1920,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan
